ROW,NAME,LCITY,LAT,LON,TYPE
829,First Cong Church Day Care & Nursery,Cheshire,41.498106,-72.902714,daycare
830,Happy Time School Llc,Cheshire,41.499653,-72.89421,daycare
831,Highland Latch Key/cheshire Ymca,Cheshire,41.510861,-72.899291,daycare
832,Jack And Jill Day Care Center,Cheshire,41.53783,-72.903912,daycare
833,Kindercare  Learning  Center,Cheshire,41.54819,-72.958542,daycare
834,Little Cheurbs Christian Preschool,Cheshire,41.51096,-72.917921,daycare
835,Little Scholars Early Education Of,Cheshire,41.542043,-72.892657,daycare
836,Norton/cheshire Southington School,Cheshire,41.4781,-72.918002,daycare
837,Scooter School Inc.,Cheshire,41.478851,-72.908562,daycare
838,Chester Child Center,Chester,41.401551,-72.453631,daycare
839,Jack And Jill Coop Nursery School,Chester,41.401551,-72.453631,daycare
840,Valley-shore Ymca School Age Program,Chester,41.40489,-72.458282,daycare
841,Clinton Child Care,Clinton,41.27608,-72.513232,daycare
842,Just For Kids,Clinton,41.30612,-72.526121,daycare
843,Maple Avenue Nursery School,Clinton,41.27795,-72.535812,daycare
844,Maple Avenue Nursery School Inc.,Clinton,41.27795,-72.535812,daycare
845,Red Barn Children's Center Inc.,Clinton,41.329431,-72.520051,daycare
846,Valley Shore Ymca Sap @ Pierson School,Clinton,41.27745,-72.521081,daycare
847,Apple Tree Learning Center,Colchester,41.57366,-72.317632,daycare
848,C.a.s.t.l.e.  Inc.,Colchester,41.57453,-72.316012,daycare
849,Colchester Cooperative Nursery School,Colchester,41.57366,-72.33225,daycare
850,Colchester K.i.d.s.,Colchester,41.575471,-72.324912,daycare
851,Curley's Kids Care,Colchester,41.57882,-72.346291,daycare
852,Enchanted Jungle Learning Center Llc,Colchester,41.574481,-72.331011,daycare
853,Kid Synergy Llc,Colchester,41.579891,-72.336472,daycare
854,The Mega Center,Colchester,41.577061,-72.327601,daycare
855,Bethany Lutheran Nursery School,Cromwell,41.621691,-72.663351,daycare
856,Kids Korner @ Edna C. Stevens School,Cromwell,41.620185,-72.658944,daycare
857,Kids Korner @ Woodside Intermediate,Cromwell,41.62388,-72.660502,daycare
858,Kindercare Learning Center Inc. #1627,Cromwell,41.6069,-72.711722,daycare
859,Northwest Children's Center Inc,Cromwell,41.60687,-72.696922,daycare
860,Playmates Children's Center Inc.,Cromwell,41.59819,-72.650862,daycare
861,Roberge Early Learning Center,Cromwell,41.60183,-72.692442,daycare
862,Wee Ones Child Care Center,Cromwell,41.627341,-72.676552,daycare
863,Chester-deep River-essex Coop Nursery,Deep river,41.387024,-72.434475,daycare
864,Church Street Child Care,Deep river,41.381532,-72.434624,daycare
865,Nature's Playground,Deep river,41.348077,-72.470275,daycare
866,Nature's Playground,Deep river,41.348077,-72.470275,daycare
867,Schoolmates,Deep river,41.348077,-72.470275,daycare
868,Valley Shore Ymca Sap @ Deep River Elem,Cromwell,41.585133,-72.64538,daycare
869,Derby Day Care Center Inc,Derby,41.32344,-73.089575,daycare
870,Learning Studio,Derby,41.322721,-73.090482,daycare
871,Noah's Ark Early Learning Center Inc.,Derby,41.32911,-73.093352,daycare
872,Academy Of Little Learners,Durham,41.469424,-72.680099,daycare
873,B/as Recreation Enrichment-korn School,Durham,41.47663,-72.671276,daycare
874,Dolphin Days Learning Center,Durham,41.471104,-72.720431,daycare
875,A First Start Preschool,Moodus,41.48105,-72.446028,daycare
876,East Haddam Pre-school Inc Plains Rd - Po Box,Moodus,41.5065,-72.4496,daycare
877,Gingerbread Kids Day Care Inc.,Moodus,41.501684,-72.445306,daycare
878,Kindercare Learning Center,Moodus,41.502617,-72.473809,daycare
879,Little Noises Day Care Center,Moodus,41.506994,-72.439578,daycare
880,Belltown Learning Center & Day Care,East hampton,41.567671,-72.487435,daycare
881,East Hampton Nursery School Inc.,East hampton,41.572675,-72.500934,daycare
882,Kids Of Chatham Organization Inc,East hampton,41.595257,-72.489864,daycare
883,My School,East hampton,41.565073,-72.539318,daycare
884,Kid's Connection Ii Inc.,New haven,41.315714,-72.879358,daycare
885,Kid's Connection Iii Llc,East haven,41.262791,-72.870232,daycare
886,Old Stone Church Play School,East haven,41.277719,-72.871101,daycare
887,Ballestrini Child Care Center Niantic,Niantic,41.31856,-72.226642,daycare
888,Bride Brook Child Care Center,Niantic,41.32056,-72.243432,daycare
889,Carelot Children's Center,East lyme,41.364321,-72.209171,daycare
890,Christ Lutheran Preschool,Niantic,41.347011,-72.213832,daycare
891,Kiddie Kampus Learning Center,East lyme,41.356931,-72.210352,daycare
892,Christ's Church Nursery School,Easton,41.274391,-73.292701,daycare
893,Covenant Children's Center,Easton,41.222151,-73.255728,daycare
894,Jesse Lee Nursery School,Easton,41.24141,-73.269332,daycare
895,New Academy Preschool Inc.,Easton,41.249311,-73.302946,daycare
896,Playtots Advanced Preschool,Easton,41.244073,-73.273979,daycare
897,Essex Pre-school Ltd,Essex,41.35336,-72.392651,daycare
898,Kindercare Learning Center,Essex,41.33732,-72.417302,daycare
899,Nature's Playground At Essex Elementary,Centerbrook,41.350431,-72.420641,daycare
900,Bear Hugs Child Care Center Inc.,,41.17732,-73.232792,daycare
901,Black Rock Nursery School,Fairfield,41.200402,-73.266936,daycare
902,Bright Futures Child Care Learning Center,,41.175677,-73.25705,daycare
903,Child Day Care Center @ Tiny Tot Nursery,,41.1411486,-73.25342729,daycare
904,Child Link-jennings Schl Pta-sacc Aft Schl,,41.186625,-73.245693,daycare
905,Child's Garden Inc.,Fairfield,41.132462,-73.260878,daycare
906,Easton Community Center B/a School,,41.20693,-73.248712,daycare
907,Fairfield University Early Learning Center,,41.161796,-73.254456,daycare
908,Fairfield Ymca - Mill Hill Site,Southport,41.146361,-73.281691,daycare
909,Great Beginnings Montessori School Inc,,41.14349259,-73.25060029,daycare
910,Greenfield Hill Church Nursery School,,41.176421,-73.292767,daycare
911,Hunt Ridge Montessori Llc,,41.17735,-73.266102,daycare
912,J.h.e. Child Care Center,Fairfield,41.22334,-73.245262,daycare
913,Kids Club Inc.,Fairfield,41.19517646,-73.23760548,daycare
914,Kids' Place - Mckinley School,,41.161722,-73.263861,daycare
915,Kids Place Inc.,Fairfield,41.176911,-73.255781,daycare
916,Kid's Time By The Sea,,41.139251,-73.245211,daycare
917,K'tanim Preschool At Congregation Beth El,,41.187221,-73.250841,daycare
918,Methodist Nursery School,Fairfield,41.188107,-73.249547,daycare
919,Mill Hill Kids Care,,41.146361,-73.281691,daycare
920,Presbyterian Nursery School,,41.212101,-73.246652,daycare
921,Pumpkin Preschool,,41.15817,-73.242932,daycare
922,Small To Tall Scholars Llc.,,41.196931,-73.303732,daycare
923,Southport Cong Presch/toddler Prog,Southport,41.134991,-73.286272,daycare
924,St. Paul's Nursery School,Fairfield,41.142147,-73.250829,daycare
925,Teddy Bear Corner Inc.,Fairfield,41.17816,-73.232371,daycare
926,Teddy Bear Corner Inc.,Fairfield,41.18077,-73.221592,daycare
927,Trinity Learning Center,,41.150321,-73.251082,daycare
928,Trinity Parish Nursery School,Southport,41.133671,-73.287911,daycare
929,Ymca Nayaug Sacc,Glastonbury,41.638921,-72.615561,daycare
930,Carelot Children's Center-clubhouse,Jewett city,41.596425,-71.978036,daycare
931,Little Log School House,Jewett city,41.597671,-71.920961,daycare
932,Tvcca Jewett City Head Start Center,Jewett city,41.609844,-71.976879,daycare
933,Bright Horizons Children's Center-pfizer,Groton,41.34108,-72.057481,daycare
934,Cherished Children Llc,Groton,41.34481,-72.054072,daycare
935,Children's Nook,Groton,41.370491,-72.043921,daycare
936,Fairview Child Development Center,Groton,41.372127,-72.081759,daycare
937,Noank Baptist Church Day Nursery School,Groton,41.325695,-71.986606,daycare
938,Riverfront Children's Center Inc,Groton,41.350385,-72.080902,daycare
939,St. Andrew Presbyterian Church Preschool,Groton,41.346478,-72.016291,daycare
940,Stepping Stones Discovery & Development,Groton,41.370671,-72.072732,daycare
941,Tollgate Christian Nursery School,Groton,41.371158,-72.068985,daycare
942,Treasure Chest Inc,Groton,41.326288,-71.988821,daycare
943,Tvcca Early Care Education Groton Center,Groton,41.321862,-72.07312,daycare
944,Tvcca Groton Head Start,Groton,41.344407,-72.025128,daycare
945,Community Nrsry Sch Of Guilford,Guilford,41.261701,-72.694002,daycare
946,Cradles To Crayons,Guilford,41.287891,-72.663842,daycare
947,Cradles To Crayons Inc.,Guilford,41.287891,-72.663842,daycare
948,Guilford B/a Calvin Leete School,Guilford,41.281951,-72.668632,daycare
949,Guilford B/a School Program Cox School,Guilford,41.28595,-72.695011,daycare
950,Guilford Bef/aft Guilford Lake Sch00l,Guilford,41.351361,-72.689652,daycare
951,Guilford Center For Children Inc,Guilford,41.283143,-72.681028,daycare
952,Kiddie Kollege Nursery School,Guilford,41.285621,-72.672341,daycare
953,Kindercare Learning Center,Guilford,41.29145,-72.696922,daycare
954,Paddy Cakes Child Care L.l.c.,Guilford,41.28844,-72.674348,daycare
955,Suncatchers @ Melissa  Jones Sch,Guilford,41.368931,-72.727392,daycare
956,Children's Garden Preschool Llc,Higganum,41.498191,-72.563221,daycare
957,Haddam Coop Nursery School,Haddam,41.479361,-72.514812,daycare
958,Haddam-killingworth After School  Burr Elem. School - Route,Higganum,41.4658,-72.584,daycare
959,Alphabet Academy Llc,Hamden,41.367371,-72.944161,daycare
960,Apple Tree Children's Center,Hamden,41.343491,-72.901162,daycare
961,Community Children's Center,Hamden,41.421,-72.922502,daycare
962,Cuddle Time Day Care Llc,Hamden,41.357278,-72.897721,daycare
963,Duck Pond Day Care Inc,Hamden,41.38555,-72.898472,daycare
964,Hamden Youth Services Bureau Child Care,Hamden,41.339672,-72.93556,daycare
965,Hamden/no Haven Ymca Ridge Hill Aft/sch,Hamden,41.34643,-72.897712,daycare
966,Hamden/north Haven Ymca Dunbar Hill,Hamden,41.366541,-72.941012,daycare
967,Hamden/north Haven Ymca Spring Glen,Hamden,41.368094,-72.907495,daycare
968,Hamden/north Haven Ymca West Woods,Hamden,41.432081,-72.924312,daycare
969,Harris And Tucker School Inc.,Hamden,41.334931,-72.926912,daycare
970,Harris And Tucker School Inc.,Hamden,41.335072,-72.926879,daycare
971,Kindercare Learning Center #1764,Hamden,41.383131,-72.899191,daycare
972,K'tanim Nursery School At Temple Beth,Hamden,41.36484,-72.908602,daycare
973,Mishkan Israel Nursery School,Hamden,41.35563,-72.901401,daycare
974,Oakwood Child Care Center Ltd,Hamden,41.366591,-72.940051,daycare
975,Over The Rainbow,Hamden,41.395831,-72.889871,daycare
976,Sacred Heart Manor Nursery &,Hamden,41.364979,-72.932095,daycare
977,Shining Stars Child Care,Hamden,41.352071,-72.937321,daycare
978,Sleeping Giant Day Care Inc.,Hamden,41.339672,-72.93556,daycare
979,Spring Glen Church Nursery School,Hamden,41.365433,-72.907609,daycare
980,Sunshine Preschool,Hamden,41.343921,-72.913161,daycare
981,The Carrot Patch,Hamden,41.424351,-72.928551,daycare
982,Therapeutic Preschool Program,Hamden,41.343111,-72.945572,daycare
983,Whitneyville Church Nursery School,Hamden,41.346773,-72.912643,daycare
984,Young Hearts Day Care Center,Hamden,41.346101,-72.922692,daycare
985,Christ Lutheran School,Hebron,41.639403,-72.352504,daycare
986,Hebron Center Nursery School,Amston,41.639048,-72.346373,daycare
987,Haddam-killingworth Aft/sch Prog Killingworth Elem. Sch - Rt,Killingworth,41.3792,-72.5754,daycare
988,Lebanon Kids Inc.,Lebanon,41.627191,-72.236182,daycare
989,Lebanon Kids Inc. Rte,Lebanon,41.6343,-72.2378,daycare
990,Ivy Cottage,Ledyard,41.400581,-71.993842,daycare
991,Child's Play,Ledyard,41.44261,-72.011502,daycare
992,Ledyard Center Nursery School,Ledyard,41.4405,-72.016262,daycare
993,School Break,Ledyard,41.441941,-72.010621,daycare
994,T.l.c. Childcare,Ledyard,41.430161,-71.982201,daycare
995,United Methodist Child Care Center,Gales ferry,41.430691,-72.083562,daycare
996,Connect-lcs L.l.c.,Jewett city,41.605498,-72.015964,daycare
997,Grasshopper Green,Old lyme,41.386826,-72.350186,daycare
998,123 Grow With Me,Madison,41.300231,-72.587082,daycare
999,Circle Nrsry School-n Madison,Madison,41.35806,-72.637881,daycare
1000,Learning Village Inc-cabot Cottage,Madison,41.360881,-72.633232,daycare
1001,Learning Village Inc-dewey Cottage,Madison,41.360881,-72.633232,daycare
1002,Lutheran Nursery School Of Madison,Madison,41.27777,-72.604532,daycare
1003,Madison Child Care Center,Madison,41.286981,-72.638372,daycare
1004,Madison Learning Center And Child Care,Madison,41.31707,-72.607131,daycare
1005,Madison School For Young Children,Madison,41.285781,-72.643157,daycare
1006,Montessori School Of Madison,Madison,41.29434,-72.626971,daycare
1007,St Andrew's Preschool,Madison,41.295191,-72.602702,daycare
1008,Temple Beth Tikvah Nursery Sch,Madison,41.29251,-72.602612,daycare
1009,Children's Workshop,Marlborough,41.629596,-72.456319,daycare
1010,Discovery Zone Learning Center,Marlborough,41.64247,-72.438852,daycare
1011,Mecca Marlborough Elem Child Care,Marlborough,41.627911,-72.459571,daycare
1012,Buttons 'n Bows Inc.,Meriden,41.528474,-72.775547,daycare
1013,Carriage House Day Care Center Inc.,Meriden,41.545521,-72.796312,daycare
1014,Casimir Pulaski Before/aft Sch Program,Meriden,41.522937,-72.804893,daycare
1015,Catholic Charities Child Dev. Ctr.,Meriden,41.53992,-72.801432,daycare
1016,Cdi Head Start Serving City Of Meriden Ct,Meriden,41.534276,-72.783796,daycare
1017,Center Preschool,Meriden,41.532765,-72.793337,daycare
1018,Easter Seals All Kids Child Care,Meriden,41.525031,-72.799822,daycare
1019,First Congregational Nursery School,Meriden,41.53979,-72.801532,daycare
1020,Hanover Before/after School Program,Meriden,41.538911,-72.809872,daycare
1021,Kinder Garden Learning Center,Meriden,41.511391,-72.807932,daycare
1022,Kindercare Learning Center,Meriden,41.541035,-72.825027,daycare
1023,Li'l Rascals Preschool Day Care Center Inc.,Meriden,41.528271,-72.780371,daycare
1024,Meriden Ymca Child Care @ Ben Franklin,Meriden,41.54007,-72.817852,daycare
1025,Meriden Ymca Infant & Toddler Center,Meriden,41.519134,-72.830331,daycare
1026,Meriden Ymca Kids Campus,Meriden,41.535225,-72.793258,daycare
1027,Nathan Hale Before/ After School Program,Meriden,41.543029,-72.774817,daycare
1028,St John Lutheran Preschool,Meriden,41.514471,-72.776472,daycare
1029,St. Andrew's Nursery School,Meriden,41.537072,-72.797662,daycare
1030,St. Stanislaus School Readiness,Meriden,41.532612,-72.798973,daycare
1031,Stork Club Inc,Meriden,41.5212,-72.763712,daycare
1032,Wfc Dooley Child Development Center,Meriden,41.542521,-72.799841,daycare
1033,Ymca Meriden Child Care Center,Meriden,41.535786,-72.801869,daycare
1034,Generali School Of Literature & The Arts,Middlebury,41.55518,-73.092442,daycare
1035,Nest Day Care & Learning Ctr Iii,Middlebury,41.500061,-73.156301,daycare
1036,Reg,Middlebury,41.537384,-73.10131,daycare
1037,Region #15 Bas Prog Inc-longmeadow Elem,Middlebury,41.50297,-73.152212,daycare
1038,Middlefield Children's Center Inc.,Middlefield,41.518218,-72.710157,daycare
1039,Miss Joanne's Learning Center,Rockfall,41.532782,-72.702699,daycare
1040,Apple Tree Children's  Center,Middletown,41.585818,-72.700617,daycare
1041,Christ Lutheran Nursery School,Middletown,41.559279,-72.660239,daycare
1042,Creative Child Care Center,Middletown,41.562656,-72.709007,daycare
1043,Crt Middletown Early Care & Education,Middletown,41.557172,-72.6525,daycare
1044,Gianelli's Early Learning Center,Middletown,41.504873,-72.669763,daycare
1045,Grace Lutheran Preschool,Middletown,41.531772,-72.651603,daycare
1046,Home On The Grange Child Care Center,Middletown,41.550365,-72.670247,daycare
1047,Kids Korner @ Farm Hill,Middletown,41.538714,-72.642154,daycare
1048,Kids Korner @ Lawrence School,Middletown,41.582957,-72.68008,daycare
1049,Kids Korner @ Moody School,Middletown,41.562463,-72.711612,daycare
1050,Kids Korner @ Spencer School,Middletown,41.56372,-72.676221,daycare
1051,Kids Korner At Macdonough School,Middletown,41.566359,-72.656515,daycare
1052,Middlesex Community College Child Care,Middletown,41.538143,-72.611244,daycare
1053,Middletown Cooperative Preschool Inc.,Middletown,41.556978,-72.647885,daycare
1054,Mxcc Preschool @ Macdonough School,Middletown,41.566359,-72.656515,daycare
1055,Neighborhood Preschool Inc.,Middletown,41.55227,-72.653311,daycare
1056,Neighborhood Preschool Inc,Middletown,41.553268,-72.654906,daycare
1057,P.e.a.c.e. Early Child Dev. Center Inc.,Middletown,41.525833,-72.672303,daycare
1058,Phelps Ingersoll Center For Children,Middletown,41.556671,-72.647092,daycare
1059,South Farms Nursery School Llc,Middletown,41.541365,-72.642486,daycare
1060,Town And Country Early Learning Centers,Middletown,41.550872,-72.649913,daycare
1061,Town And Country Early Learning Centers,Middletown,41.592391,-72.721264,daycare
1062,Connecticut Center For Child Dev. Inc.,Milford,41.214491,-73.074732,daycare
1063,Cornerstone Learning Center,,41.23460507,-73.06242935,daycare
1064,Duck Pond Day Care Inc.,Milford,41.223,-73.051601,daycare
1065,East Shore Day Care Center,Milford,41.22655,-72.994191,daycare
1066,Gingerbread House Of Milfordllc,Milford,41.22701,-73.061831,daycare
1067,Good Shepherd Day Care Center,Milford,41.194911,-73.091683,daycare
1068,Great Beginnings Preschool Llc,Milford,41.217556,-73.073775,daycare
1069,Kiddie Korner Nursery School,Milford,41.19022,-73.091172,daycare
1070,Kindercare Learning Center #310676,Milford,41.25262817,-73.0749316,daycare
1071,Little Eagles Pre-kindergarten Center,Milford,41.227041,-73.012796,daycare
1072,Little White House Learning Center Llc,Milford,41.241121,-73.025601,daycare
1073,Milford Cooperative Preschool Learning,Milford,41.227001,-73.012992,daycare
1074,Milford Preschool Llc,Milford,41.197521,-73.100252,daycare
1075,New England School Of Montessori,Milford,41.237911,-73.009332,daycare
1076,Once Upon A Time Development Center,Milford,41.22335,-73.070582,daycare
1077,Sand Castle Learning Center,Milford,41.23516,-73.010943,daycare
1078,Sedona Daycare And Learning Center,Milford,41.227501,-73.055622,daycare
1079,Team Inc. Egan Center,Milford,41.197521,-73.100252,daycare
1080,Trinity Day School Inc,Milford,41.215726,-73.069059,daycare
1081,Tutor Time Childcare Learning Center,Milford,41.205927,-73.091696,daycare
1082,Woodruff Family Ymca - Jfk,Milford,41.215811,-73.087852,daycare
1083,Woodruff Family Ymca - Live Oaks,Milford,41.237391,-72.996441,daycare
1084,Woodruff Family Ymca - Matthewson,Milford,41.239806,-73.061791,daycare
1085,Woodruff Family Ymca - Meadowside,Milford,41.21029,-73.073841,daycare
1086,Woodruff Family Ymca Calf Pen,Milford,41.213191,-73.029072,daycare
1087,Woodruff Family Ymca Children Center,Milford,41.251818,-73.043995,daycare
1088,Woodruff Family Ymca Margaret Egan,Milford,41.197521,-73.100252,daycare
1089,Woodruff Family Ymca Orange Avenue,Milford,41.23889,-73.049611,daycare
1090,Woodruff Family Ymca Orchard Hills,Milford,41.22107,-73.022642,daycare
1091,Woodruff Family Ymca Pumpkin Delight,Milford,41.20432,-73.078862,daycare
1092,Chalk Hill Middle School Program,Monroe,41.34678,-73.231177,daycare
1093,Childrens Way Preschool,Monroe,41.326731,-73.221502,daycare
1094,Gingerbread School House,Monroe,41.332996,-73.206679,daycare
1095,Kiddie Campus Of Monroe,Monroe,41.326761,-73.246072,daycare
1096,Kindercare Learning Center,Monroe,41.31574,-73.219142,daycare
1097,Kindertime/after School Program,Monroe,41.346161,-73.230281,daycare
1098,Leisure Education Afterschool Program,Monroe,41.316491,-73.254821,daycare
1099,Little Ivy Nursery School,Monroe,41.331882,-73.204761,daycare
1100,Magic Kingdom Day Nursery & Kind. Inc.,Monroe,41.30202,-73.234032,daycare
1101,Step-a-way Nursery School,Monroe,41.32142,-73.264052,daycare
1102,Tiny Treasures Developmental Learning,Monroe,41.329469,-73.204314,daycare
1103,Tutor Time Child Care Learning Center,Monroe,41.324431,-73.266812,daycare
1104,Creative Care Day Care Llc,Oakdale,41.471541,-72.183222,daycare
1105,Growing Garden Nursery School,Oakdale,41.47073,-72.182232,daycare
1106,Teddy Bear Hollow Day Care,Uncasville,41.439931,-72.10661,daycare
1107,Buttons 'n Bows Preschool Day Care Inc.,Naugatuck,41.49598,-73.087657,daycare
1108,Naugatuck Day Care Inc.,Naugatuck,41.489166,-73.050102,daycare
1109,Naugatuck Ymca Nursery School,Naugatuck,41.4919,-73.054952,daycare
1110,Naugatuck Ymca Schools Out Aft/sch,Naugatuck,41.4919,-73.054952,daycare
1111,Rainbowland Nursery School And Day Care,Naugatuck,41.468035,-73.021629,daycare
1112,Salem Community Child Care,Naugatuck,41.49122,-73.068521,daycare
1113,Spark Llc - Andrew Avenue School,Naugatuck,41.483551,-73.067162,daycare
1114,Spark Llc - Maple Hill,Naugatuck,41.48858,-73.014941,daycare
1115,St Vincent Child Care Center,Naugatuck,41.470061,-73.032897,daycare
1116,Sugar Plum Day Care Inc.,Naugatuck,41.508865,-73.056122,daycare
1117,Tender Years Preschool Inc.,Naugatuck,41.49097,-73.055343,daycare
1118,Abiyoyo Family Cooperative Daycare,New haven,41.328645,-72.961859,daycare
1119,Advance Child Care Center,New haven,41.312238,-72.939364,daycare
1120,Alexis Hill Montessori School Inc.,New haven,41.308614,-72.900449,daycare
1121,Bethesda Nursery School Inc.,New haven,41.32313,-72.919272,daycare
1122,Bumble Bee Academy Day Care & Preschool,New haven,41.315309,-72.939325,daycare
1123,Centro San Jose Child Development Ctr,New haven,41.308791,-72.898671,daycare
1124,Cherished Moments Day Care Center,New haven,41.309291,-72.892261,daycare
1125,Children's Preschool Inc,New haven,41.327141,-72.915382,daycare
1126,Creating Kids At The Ct Children's Museum,New haven,41.30868,-72.921461,daycare
1127,Dwight Early Childhood Program,New haven,41.31114106,-72.93736902,daycare
1128,Early Childhood Lrng Ctr-infant-toddler,New haven,41.32786,-72.959542,daycare
1129,Edgewood  Pta Child Care Programinc,New haven,41.31825368,-72.96074416,daycare
1130,Elizabeth Celotto Child Care Center,New haven,41.324022,-72.908616,daycare
1131,Family Education & Support Program,New haven,41.321171,-72.918142,daycare
1132,Farnam Nursery School,New haven,41.31337,-72.899242,daycare
1133,Friends Center For Children,New haven,41.305581,-72.879631,daycare
1134,Hope Child Development Center,New haven,41.288581,-72.928951,daycare
1135,Job Corps Child Development Center,Hamden,41.360325,-72.958877,daycare
1136,Kiddie Korner Daycare Llc,New haven,41.308001,-72.915611,daycare
1137,Kindercare Learning Center,New haven,41.297732,-72.913699,daycare
1138,Leila Day Nurseries Inc.,New haven,41.325191,-72.912393,daycare
1139,Leila Day Nurseries Inc. - Annex,New haven,41.325191,-72.912393,daycare
1140,Life Haven Inc.,New haven,41.31191608,-72.89574585,daycare
1141,Lulac Head Start Inc. - Mill River Center,New haven,41.312385,-72.90369,daycare
1142,Lulac Head Start Inc.,New haven,41.299763,-72.932468,daycare
1143,Montessori School On Edgewood,New haven,41.31243828,-72.94149145,daycare
1144,Morning Glory Early Learning Center,New haven,41.31515954,-72.96063184,daycare
1145,Morning Glory Infant Toddler Center,New haven,41.307071,-72.949712,daycare
1146,Neighborhood Music School Preschool &,New haven,41.311401,-72.921404,daycare
1147,New Generation Children's Growth And,East haven,41.26022,-72.893221,daycare
1148,New Haven Ymca Youth Center,New haven,41.309323,-72.935567,daycare
1149,Noah's Park Day Care,New haven,41.305697,-72.912612,daycare
1150,Precious Little Lambs Child Dev. Center,New haven,41.3366,-72.976572,daycare
1151,St Raphael's Infant/toddler Center,New haven,41.310149,-72.944979,daycare
1152,St Raphael's Toddler/preschool Center,New haven,41.310553,-72.944815,daycare
1153,St. Andrew's Child Care Center,East haven,41.254962,-72.891438,daycare
1154,The Little Schoolhouse Llc,New haven,41.33405,-72.976272,daycare
1155,Tiny Treasures Day Care,New haven,41.330421,-72.875272,daycare
1156,United Community Nursery School,New haven,41.30934549,-72.92433317,daycare
1157,Westville Community Nursery School Inc,New haven,41.327451,-72.962381,daycare
1158,Yale Divinity Nursery School,New haven,41.325284,-72.919882,daycare
1159,Yale- New Haven Hospital Day Care Center,New haven,41.302752,-72.937913,daycare
1160,Yls Early Learning Center,New haven,41.311528,-72.927872,daycare
1161,Beth El Nursery School,New london,41.327108,-72.102111,daycare
1162,Billings P. Learned Mission,New london,41.348185,-72.10411,daycare
1163,Child Works Pre-school,New london,41.354987,-72.102273,daycare
1164,Connecticut College Children's Program,New london,41.376978,-72.101427,daycare
1165,Mitchell College Child Learning Center,New london,41.326683,-72.095014,daycare
1166,New London Day Nursery,New london,41.360917,-72.104025,daycare
1167,Pfizer Kids - New London,New london,41.339196,-72.099573,daycare
1168,Tvcca Early Care & Education/head,New london,41.371527,-72.115165,daycare
1169,Children's Adventure Center,Sandy hook,41.422668,-73.278454,daycare
1170,Merryhill Child Care Center Inc.,Newtown,41.40653,-73.29818,daycare
1171,Misty Morning Children's Center,Newtown,41.414159,-73.291762,daycare
1172,Newtown Congregational Coop Nrsry Sch,Newtown,41.412308,-73.312036,daycare
1173,Newtown Sacc Program-head O'meadow,Newtown,41.381643,-73.313478,daycare
1174,Newtown School Age Child Care-hawley,Newtown,41.414642,-73.301841,daycare
1175,Trinity Day School Of Newtown Inc.,Newtown,41.413499,-73.30879,daycare
1176,Wesley Learning Center,Sandy hook,41.419825,-73.284572,daycare
1177,Kid's Connection.com Inc.,North branford,41.332042,-72.802039,daycare
1178,Kids Towne Day Care,Northford,41.389911,-72.794361,daycare
1179,Little People's Junction,North branford,41.33241,-72.800632,daycare
1180,Northford Community Nursery School Middletown Avenue - Po Box,Northford,41.3901,-72.7771,daycare
1181,Nursery On Notch Hill,North branford,41.32625,-72.765922,daycare
1182,The Kid's Connection Iv Llc,Northford,41.39189,-72.790772,daycare
1183,Wee Care Of North Branford Inc,North branford,41.327811,-72.767471,daycare
1184,All Children's Learning Center Llc,North haven,41.389194,-72.853161,daycare
1185,Community Services Day Care Center,North haven,41.38716,-72.862281,daycare
1186,Hamden/north Haven Ymca Clintonville,North haven,41.392109,-72.831439,daycare
1187,Hamden/north Haven Ymca Green Acres A/s,North haven,41.405651,-72.865502,daycare
1188,Kids Towne Day Care,North haven,41.390721,-72.862281,daycare
1189,Kids Towne Daycare,North haven,41.390721,-72.862281,daycare
1190,Kinder Care Learning Ctr Inc #767,North haven,41.392771,-72.858411,daycare
1191,Moppet Minders Nursery School,North haven,41.38716,-72.862281,daycare
1192,Play School Pre-k Learning Center,North haven,41.387908,-72.859653,daycare
1193,St. Frances Cabrini,North haven,41.38776,-72.833572,daycare
1194,St. Therese Nursery School,North haven,41.35865,-72.840271,daycare
1195,Sunny Side Up Early Care Learning Center,North haven,41.38166,-72.857841,daycare
1196,North Stonington Christian Academy,North stonington,41.42936,-71.844561,daycare
1197,North Stonington Nursery School,North stonington,41.44053,-71.883741,daycare
1198,Pollywogs Child Development Center Llc,North stonington,41.448213,-71.896799,daycare
1199,Beth Jacob Nursery School,Norwich,41.521591,-72.103332,daycare
1200,Bright Beginnings Of Norwich,Norwich,41.498791,-72.102032,daycare
1201,Champions At Huntington,Norwich,41.550821,-72.101521,daycare
1202,Champions At Moriarty,Norwich,41.57279,-72.065122,daycare
1203,Champions At Stanton,Norwich,41.522571,-72.103152,daycare
1204,Kids Junction - Uncas Schl Age Cc,Norwich,41.514915,-72.093156,daycare
1205,Kids World Childcare Llc,Norwich,41.51908,-72.094912,daycare
1206,Live And Learn Llc - Norwich Municipal Cc,Norwich,41.511574,-72.112403,daycare
1207,Mary Allen Ross Child Care,Norwich,41.543482,-72.086892,daycare
1208,Mayflower Montessori School,Norwich,41.526191,-72.075771,daycare
1209,Park Nursery School,Norwich,41.534875,-72.081286,daycare
1210,Pooh Corner At The Thames,Norwich,41.505162,-72.090029,daycare
